,Sentence,language,stopwords count,Actionable Words,Check Email,Check Phone,Check URL or Link,Sentiments,Named Entinties,Profanitries
179,cx apnyorder ka  puchny ai thi kay ab tak deliver nahi hua guided rider kay pass hay jald hujye ga deliver and provied reider number order ID 0056OH,Roman Urdu,4,"['order', 'deliver', 'rider', 'number']",,,,,['deliver'],
180,cx kah rahy order kia hay new rx kay sath pleas ise process kar den 77A27Y,Roman Urdu,5,"['order', 'process']",,,,Neutral,['new rx'],
181,cx puch rahi mera order kab tak aye ga guided time line as per TCS kay ajj ya kal men with in 24 to 48 hours deliver hujya ka order kal place hua tha kal sunday tha AT219A ,Roman Urdu,6,"['order', 'deliver']",,,,Neutral,['TCS'],[]
182,AS PER CUS ORDER KA RETURN REASON POCH RAHE THY SO GUIDE KARDIYA....,Roman Urdu,4,"['order', 'return']",Null,Null,Null,Null,['Null'],['Null']
183,AS PER SUPPLIER TP ADJUST KARWANE AYE THY PIC SHARE NHI KI THI LINK PER SO GUIDE KAR DIYA HAI K AP PHELY PICTURE SHARE KAREN PHIR AP KI TP KI ADJUSTMENT KI JAE GII KINDLY NOTED............  ,Roman Urdu,12,"['guide', 'share', 'adjustment']",,,,Neutral,,
184,B2C - 3PL Delivery Delay LHR (Same Zone),English,2,"['Delivery', 'Delay']",,,,Negative,"['LHR', 'Zone']",
185, Amount: 124\nT.p Issue SKUS:Meiji FM-T Powder 400.0 gm\nOrder Id: HFW4V6\n\n,English,3,['order'],,,,Neutral,['Meiji FM-T Powder'],
186,cx kahrahi thi mujhy panadol chahiye meray kal say order cancel hu rahy hay guided ap panadol kay sath koi or item apni requirment kay hisab say order kar len tu ap ko deliver hujye gi only panadol deliver nahi hu rahi hay call drop hui gai thi end men ,Roman Urdu,18,"['order', 'deliver']",,,,Neutral,['panadol'],
187,AS PER SUPPLIER CUX KE PASS CASH NHI HAI UNHE PARTIAL KI BHI OFFER KI THI LEKIN CUX K PASS BILKUL CASH NHI HAI ISLIYE ORDER RETURN KAR RAHE HAIN KINDLY CONFIRM KAREN....,Roman Urdu,8,"['order', 'confirm']",,,,Neutral,,
188,B2B - Return - Discount Issue ,English,4,"['return', 'discount']",,,,,,
189,address issue tha guide kia hay kay app map update kar len apna or pir bhi na hu additional details men apna proper address add kar kay order place kar dijye ga,Roman Urdu,6,"['address', 'guide', 'map', 'update', 'additional details', 'proper address', 'order', 'place']",,,,Positive,,[]
190,Amount: 459\nT.p Issue SKUS: Meiji FM-T Powder 400.0 gm 6PCS TP-372\nMeiji FM-T Powder 900.0 gm 1PCS TP-87\nOrder Id: 90220D,English,3,['Order'],,,,Neutral,['Meiji FM-T Powder'],
191,cx kah rahy thy mene rider ko bar bar kaha tha kay raat men deliver kar den but rider nay nahi kia or mera order ruturn hugya  mujhye need thi order ki guided app details men mention kar diya gaya app ko kab kiss time required hay order .,Roman Urdu,10,"['order', 'deliver']",,,,Neutral,['app'],[]
192,cx ka tp issuer tha but rider nay pic shear nahi ki hay pic sherar klarny ka kaha hay ,Roman Urdu,2,"['pic', 'shear', 'klarny']",,,,Neutral,,
193,YB8ULR guide kardia hai ,Roman Urdu,0,['guide'],,,,,,
194,AS PER SUPPLIER TP ADJUST KARWANE AYE THY LEKIN PRODUCT KI PICTURE SAHI NHI THI SO PICTURE UPLOAD KARNE KA KAHA HAI...,Roman Urdu,3,"['adjust', 'upload']",,,,Neutral,[],[]
195,cs ke pas cash nahi hain supp keh rahy hain,Roman Urdu,5,['cash'],,,,Neutral,,
196,Return Reason: AS PER SUPPLIER CX KI SHOP CLOSE HAI MEINE CALLS KI HAIN WOH CALL BHI PICK NHI KAR RAHE HAIN KINDLY CONFIRM KAREN.........,Roman Urdu,4,Null,,,,Neutral,,
197,cx khe rahe last order bhi return hogya tha yeh jaldi bhejawaden,Roman Urdu,5,['order'],,,,Negative,[],[]
198,Return Reason: AS PER SUPPLIER CX KI SHOP CLOSE HAI MEINE RAABTA KIYA HAI WOH KEH RAHE HAIN MERI SHOP AJJ CLOSE RAHE GI AP ORDER RETURN KARDEIN KINDLY CONFIRM KAREN......,Roman Urdu,7,"['order', 'return']",,,,Positive,[],[]
199,B2C- WRONG LOCATION ,English,,Null,,,,,,
200,Amount: 62\nT.p Issue SKUS: Meiji FM-T Powder 400.0 gm 1PCS \nOrder Id:  MC7LG5,English,7,['Order'],,,,Neutral,['Meiji FM-T Powder'],
201,shop close hay or cx call atatend nahi kar rahy rider ki ,Roman Urdu,5,"['order', 'rider']",,,,Negative,,"['aatatend', 'kar', 'rahay']"
202,B2B - TP Difference in the closing sheet,English,,Null,,,,Neutral,,
203, Amount: 124\nT.p Issue SKUS: Meiji FM-T Powder 400.0 gm\nOrder Id: TE04TW,English,5,['Order'],,,,Neutral,,
204,B2B - TP Difference in the closing sheet,English,7,Null,,,,Neutral,,
205,cx order k puch rahe thy guide krdiaa,Roman Urdu,4,"['order', 'guide']",,,,,,
206,Retailer Name: Jahangir Ahmad\nRetailer Contact: +923130229721\n\n\n\n\nReturn Reason: AS PER SUPPLIER CX KI SHOP CLOSE HAI MEINE 5 CALLS KI HAIN WOH CALL BHI PICK NHI KAR RAHE HAIN KINDLY CONFIRM KAREN.........,Roman Urdu,19,Null,,9.23E+11,,Positive,['Jahangir Ahmad'],
207,B2C - Delivery timelines,English,1,"['delivery', 'timelines']",,,,Neutral,,
208,B2C - Delivery timelines -AS PER CX APNE ORDER KI DELIVERY TIME KA POCH RAHE THY SO GUIDE KAR DIYA HAI KINDLY NOTED....\n\n,Roman Urdu,12,"['delivery', 'guide']",,,,Positive,,
209,B2C - Delivery timelines,English,,Null,,,,,,
210,B2B - Returns -Fake Order.,English,1,['order'],,,,Negative,,['Fake']
211,AS PER SUPPLIER NE YE ORDER RETURN KARWANE KI REQUET KI HAI 12ETEA,Roman Urdu,4,"['order', 'return']",,,,Neutral,,
212,\n\nOff- Invoice Discount Amount: 2733\nInvoice %:  Growth Discount AS PER SHEET\nOrder Id: 5199O2,English,,['order'],,,,,[],
213,B2B - Returns -Fake Order.,English,2,['return'],,,,Negative,,['fake']
214,B2B- Booker Discounts confirmation - ISL,English,,Null,,,,,,
215,cs keh rahy thy email bata dein guided ,Roman Urdu,,Null,guided,,,,[],[]
216,cx khe rahe hai kbse order shipped p hai deliver karwaden jaldi,Roman Urdu,5,"['order', 'shipped', 'deliver']",,,,,,[]
217,cs address confirm karne aye thy guided JY24TO,Roman Urdu,3,"['address', 'confirm']",,,,,['JY24TO'],
218,"7ZEYV2 , A289XU",Null,Null,Null,Null,Null,Null,Null,Null,Null
219,cs ko guide kardia hai k ap quick order k zariye order place kar sakhte hain,Roman Urdu,2,"['order', 'place']",,,,Positive,['order'],[]
220,rider ki call drop hogai thi ,Roman Urdu,4,"['rider', 'call']",,,,Neutral,,[]
221,cs ko guide kardia hai k ap kase order kar sakhte hain ,Roman Urdu,4,['order'],,,,Neutral,['guide'],
222,cs ko guide kardia hai timeline ,Roman Urdu,2,['guide'],,,,Positive,,['cs']
223,cs k order draft me hai call back .,Roman Urdu,3,"['order', 'call back']",,,,Neutral,,
224,customer Name:  Aisha Mohsin Customer Contact: +923370354968 order id: ECOCEG @Pharmasist - Please call him back asap.  AS PER SBP CUS KEH RAHI HAIN MERI 60 TABLETS THI IS MEDICINE KI Rock-D 600mg Tablet 30.0 'S LEKIN DELIVER SIRF 30 HUI HAIN KINDLY REMAINIG MEDICINE K HAWALY SE CUS KO GUIDE KARDEIN CALL BACK KARKE...,Roman Urdu,12,"['order', 'call', 'back', 'remaining', 'guide']",,9.23E+11,,Neutral,['Aisha Mohsin'],
225,"customer Name: Muhammad Saeed\nCustomer Contact: +923458354945\norder id: NZGU07\n@Pharmasist - Please call him back asap. \nsbp order""cus keh rahe hain meri jo medicine rehti hain arrangment k liye us k",Roman Urdu,3,"['order', 'call', 'arrangement']",,9.23E+11,,,,
226,as per cus ne khud order mein ye place ki hai or exchange karne ka keh rahe thy so guide kardiya Neuromet 500mcg Injection 1.0 amp,Roman Urdu,8,"['order', 'exchange']",,,,Positive,['Neuromet 500mcg Injection'],[]
227,5GQNGQ iska amount sheet per se hatao,Roman Urdu,2,Null,,,,Neutral,,[]
228,B2C - Delivery timelines,English,2,"['delivery', 'timelines']",,,,Neutral,,
229,2SI4WE SBP order,Roman Urdu,0,['order'],,,,Neutral,[],[]
230,1V544Z iska amount sheet mein add kardo,Roman Urdu,1,Null,,,,Neutral,[],[]
231,guided to cus delivery timeline,English,2,"['delivery', 'timeline']",,,,Neutral,,
232,T77T88 guided SBP,Roman Urdu,2,"['guided', 'SBP']",,,,,['T77T88'],
233,1191Z8 SBP guided,English,,Null,,,,,,
234,P87BD7 order tracking ,English,,"['order', 'tracking']",,,,,,
235,9N2025 will be deliver in given timeline ,English,5,['deliver'],,,,Neutral,['9N2025'],
236,cx ko rider ki job ka jana tha email guide kar di hay ,Roman Urdu,5,"['job', 'guide']",cx@gmail.com,,,,,
237,BST6C0 rider ki call thi wo kah rahy cx kahrahy kay ye order return kar den unho nay koi reason nahi dia wo orders ghar pe recvie karty hay ,Roman Urdu,9,"['order', 'return']",,,,Neutral,['BST6C0'],[]
238,booker sy confirm kar k sheet me add karain,Roman Urdu,1,"['book', 'confirm', 'add']",,,,,,
239,discount sheet me add nahi hain ,Roman Urdu,0,"['discount', 'add']",,,,Neutral,[],[]
240,rider callpe ID bata rahy thy call drop hugai,Roman Urdu,4,Null,,,,Neutral,,
241,discount sheet me add nahi hain,Roman Urdu,1,Null,,,,Neutral,,[]
242,supplier ko discount guide kar dia hain supp keh rahy hain cs sy confirm kar k sheet me kar wao ga,Roman Urdu,5,"['discount', 'guide']",,,,,"['supplier', 'cs', 'sheet']",
243,28E81Z rider location pe hay but cx ka no off ja raha hay ,Roman Urdu,,Null,,,,,[],[]
244,cx apny order ka puchny aye thay delivery time guide kar diaya hay TCS saybhja ja raha hay out of city order hay TCS tracking bhi provide kar di hay ,Roman Urdu,5,"['order', 'delivery', 'time', 'guide']",,,,Neutral,['TCS'],
245,guided tp 18+99 rupee tp thi 2 items ki Hydryllin  Syrup 120.0 ml or Britanyl 0.3mg/ml Syrup 60.0 ml,Roman Urdu,2,['order'],,,,Positive,"['Hydryllin Syrup', 'Britanyl Syrup']",[]
246,lack of cash ahy rider ki owner say abt hugai hay wo bahar hay kahi wo kah rahy cah nahi hay order return kar den SY2706,Roman Urdu,8,"['order', 'return']",,,,Negative,,
247,sbp order cm kehre hain emergency slip 2 rider ko day di ek slip ka order tha ab ek order or karna and slip nahi hai rider kay pass hai please call him ,Roman Urdu,7,"['order', 'slip', 'rider', 'call']",,,,Positive,,
248,102GU6 (427) k closing sheet ki adjustment hai,Roman Urdu,4,['adjustment'],,,,Neutral,,[]
249,cx apni order ki invoice men chareg amoutn kay hawaly say puch rahy thy guide kar dia hay or ye unhe pay karni hugi guided ,Roman Urdu,6,"['order', 'invoice', 'charge', 'amount', 'guide', 'pay', 'guided']",,,,Positive,,
250,rider kafi dair say cx ki location pay hay rider ko unhy nay order return kar dia hay order men issue huny ki waja say ,Roman Urdu,7,"['order', 'return']",,,,,"['rider', 'cx']",
251,D819M2 (1040.0136) closing sheet k discount hai sheet pe mention karden,Roman Urdu,,"['discount', 'mention']",,,,,,
252,portal sy return mark nhi hua tha guide kiya hai supp ko k return marked krwa raha hu,Roman Urdu,5,"['guide', 'supp']",,,,,,
253,5AH95F (338) k Nestle Nido 3+ Powder 375.0 gm ki adjustment hai sheet me ajust karden,Roman Urdu,2,"['adjustment', 'sheet']",,,,,"['Nestle', 'Nido']",
254,5AH95F (338) k Nestle Nido 3+ Powder 375.0 gm ki adjustment hai sheet me ajust karden,Roman Urdu,3,['adjustment'],,,,Neutral,['Nestle Nido'],[]
255,supp ko guide kar dia hain sheet me add hain,Roman Urdu,5,"['guide', 'sheet', 'add']",,,,,,
256,cx jana cha rahy tha mer aorder process huahay kay nahi guided g hugya hay TCS kay through bhja ja raha delivery time abhi baki hay 24 say 48 ghnty ka ,Roman Urdu,8,"['order', 'process']",,,,Neutral,['TCS'],
257,amount ko sheet mai add krna hai order complete hogya hai ,Roman Urdu,4,"['order', 'add', 'complete']",,,,Neutral,,
258,7WWW81 995 closing sheet mai mention karden,Roman Urdu,,Null,,,,,,
259,AMOUNT SHEET M ADD KRWAII HAI,Roman Urdu,3,['add'],,,,,,
260,Z6L9F3 466 discount closing sheet pe sheet mention kardein ,English,4,"['discount', 'closing', 'sheet']",,,,,,
261,8V37QF 561 discount mention sheet me sahi mention nh hai kindly sahii discount mention kardne,Roman Urdu,0,Null,,,,Neutral,[],[]
262,cs ko guide kardia hai k ap quick order k zariye order kar sakhti hain sbp order ,Roman Urdu,3,"['quick order', 'order']",,,,Positive,,
263,guided no discount in sheet D6W58R,English,3,['discount'],,,,Neutral,['D6W58R'],
264,cs senior sy bat krna chah rhy thy or call drop ker di,Roman Urdu,2,Null,,,,Neutral,[],[]
265,Z6L9F3 466 off invoice discount sheet pe mention karden supplier aye hai,Roman Urdu,7,"['discount', 'invoice', 'sheet', 'mention', 'supplier']",,,,,[],[]
266,G3SX7A cx khe rahe hai kab deliver hoga order kab se krha huwa hai kal raat k order hai abi shipped status pe kindly rider ko kahein jaldi deliver karaden yeh order,Roman Urdu,10,"['deliver', 'order', 'shipped', 'status', 'rider']",,,,Neutral,,
267,sbp order cs k order pending pr hai call transfer ,Roman Urdu,3,"['order', 'pending', 'call', 'transfer']",,,,Neutral,,
268,8XKVNK cx order k puch rahe thi guide kraha hai tcs k through deliver krwaya jarha hai consignment num dediya hai,Roman Urdu,8,"['order', 'deliver']",,,,Neutral,['TCS'],
269,1M2C75  cm ko product ki info di hai order main ,Roman Urdu,2,"['order', 'info']",,,,,['product'],
270,:angry::anguished:,Null,0,Null,Null,Null,Null,Negative,[],[]
271,DK53QQ Invalid prescription,English,1,Null,,,,Negative,[],[]
272,Novomix 30 Flexpen 100IU Injection 3 ml product out of stock ,English,7,['stock'],,,,Negative,[],[]
273,B94Q1N guided SBP,English,,Null,,,,,,
274,Humulin 70/30 100IU Injection ml  out of stock ,English,4,['stock'],,,,,['Humulin 70/30'],
275,call transfer 03343638078 pharmacist sbpo order,Roman Urdu,3,['order'],,9.23E+11,,,"['pharmacist', 'sbpo']",[]
276,DMF4PS  03452758424  call back required for confirmattion sbp order still pending ,Roman Urdu,5,"['call', 'confirmation', 'order', 'pending']",,9.23E+11,,,['sbp'],
277,03343638078  SBP productio info guided,Roman Urdu,4,Null,,3343638078,,,[],[]
278,order confirmatuion required  9XZ1HL draft order  03025717784,Roman Urdu,4,"['order', 'confirmation', 'draft', 'order']",,9.23E+11,,,,
279,"cs ko guide kardia hai k ap ko order 4 hours me deliver hoga cs bat kar rahy thy call drop hogai \n""",Roman Urdu,8,"['order', 'deliver']",,,,Negative,,
280,pic send krny ka guide krdya hai cx ko,Roman Urdu,2,"['guide', 'send']",,,,,,
281,487E41 order k puch rahe thi cx guide krdiya k shipped status pe hai,Roman Urdu,8,"['order', 'shipped']",,,,Positive,['cx'],[]
282,MN9NJ0 order already rescdeule hugay hay ref case 1667974531053,Roman Urdu,2,"['order', 'reschedule']",,,,Negative,,
283, discount ka pochne ai the sheet pr se check kr ke guide krdiya,Roman Urdu,2,['discount'],,,,,[],[]
284,customer apni prescription ke bare me poch rahe the so guide krdiya,Roman Urdu,,Null,,,,,,
285,O1XZ8I guided timeline,English,0,Null,Null,Null,Null,Null,['Null'],['Null']
286,B2B- Booker Discounts confirmation - ISL,English,1,['confirmation'],,,,Neutral,['ISL'],[]
287,B2B - Invoice Discount in the closing sheet,English,7,Null,,,,Neutral,[],[]
288,check verification ka puch rahy thy rider ref case 1667983298005,Roman Urdu,5,"['verification', 'rider']",,,,Neutral,['1667983298005'],
289,discount ka pochne ai the sheet pr se check kr ke guide krdiya,Roman Urdu,6,"['discount', 'pochne', 'check', 'guide']",,,,,,
290,as per rider cus ki location renchuline ki hai or order per address gulberg ka hai to complete karwane aye thy order .....,Roman Urdu,5,"['order', 'complete']",,,,Positive,['gulberg'],
291,cx nay kal order recive kia tha Hitone Whitening  Facewash 125.0 ml change karna cha rahy thy guided policy ,Roman Urdu,0,"['order', 'change']",,,,,['Hitone Whitening Facewash'],[]
292,CALL BACK REQUIRED SBP ORDER  03172108359 V2WA75,Roman Urdu,2,['order'],,9.23E+11,,,['SBP'],
293,cx kah rahy mene order nahi kia hay ,Roman Urdu,3,Null,,,,Negative,[],[]
294,GUIDED LOCATION PAY JAKAY ARRIVED HOGA THAN RESHEDUAL HO SAKWEGA ,Roman Urdu,3,Null,,,,Neutral,,
295,Meiji Big Powder 400.0 gm 1pcs tp-62\nNido +1 Shield Powder 900.0 gm 6pcs tp-492,English,3,['order'],,,,Neutral,,
296,B2C - Delivery timelines,English,1,"['delivery', 'timelines']",,,,,,
297,as per supplier ne sirf discount confirm kiya hai abhi add nhi karwaya,Roman Urdu,6,"['supplier', 'discount', 'confirm']",,,,Neutral,,
298,VBSLZM cx order k puch rahe thy guide krdiyaa hai,Roman Urdu,3,"['order', 'guide']",,,,Neutral,,
299,rider cx ki location pe hay house no mention nahi hay or rider nay cx ko call ki hay but cx ko call pick nahi kar arhy hay ,Roman Urdu,10,"['location', 'house']",,,,Neutral,"['rider', 'cx']",
300,B2C - 3PL Delivery Delay ISL/RWP (Same Zone),English,5,"['delivery', 'delay']",,,,Neutral,"['ISL', 'RWP']",
301,Extor 10mg+160mg Tablet 14.0 'S as per supplier is product ki tp k liye aye thy guide kardiya hai k invoice rate per hi jae gi product.,Roman Urdu,,Null,,,,,,
302,"V2WA75 sbp order""cus keh rahe hain meri jo medicine rehti hain arrangment k liye us k call back required haio..",Roman Urdu,2,"['order', 'arrangement', 'call back']",,,,Neutral,['SBP'],"['cus', 'haio']"
303,Pediasure Vanilla Powder 200.0 g,English,,Null,,,,,,
304,B2B - Returns -Fake Order.,English,2,"['returns', 'fake', 'order']",,,,,[],
305,North view apartment flat D 16 sector 7D1 as per rider address ka poch rahe thy so ye guide kardiya,Roman Urdu,7,Null,,,,,,
306,B2B - Returns -Lack Of Cash.,English,5,"['returns', 'lack', 'cash']",,,,,,
307,B2C - Order Completion on Rider Request - KHI,English,1,"['order', 'completion', 'rider', 'request']",,,,Neutral,['KHI'],
308,order confirmation required 711W2V 03333794678,English,2,"['order', 'confirmation', 'required']",,3333794678,,Neutral,[],
309,order creation...,English,0,"['order', 'creation']",,,,,,
310,B2C - Delivery timelines as per cus apne order ka poch rahe thy so guide kardiya,Roman Urdu,6,"['delivery', 'timelines', 'order', 'guide']",,,,Positive,,
311,7A096Y cx order k puch rahe thi guide krdiya hai,Roman Urdu,6,"['order', 'guide']",,,,Neutral,,
312,04BRMK order confirm kardain ,Roman Urdu,1,"['order', 'confirm']",,,,,,
313,order confirmation for SBP  2JST43,English,4,"['order', 'confirmation']",,,,,"['SBP', '2JST43']",
314,as per cus keh rahe thy app mein kuch issue arahe hain so guide kardiya hai k ap app ko reinstall kar lein masla hal hojae ga----,Roman Urdu,,Null,,,,,,
315,B2C - ISL - Order Cancellation at RTS,English,4,['Order Cancellation'],,,,Negative,['RTS'],
316,as per cus ne kal raat 12 baje k baad place kiya tha order so y uske agle din deliver hoga guide kardiya...,Roman Urdu,6,"['order', 'deliver']",,,,Positive,,
317,as per cus ne order cancel karne ki request ki thi q k unko jaldi order chahiye tha ,Roman Urdu,3,"['request', 'cancel', 'jaldi', 'order']",,,,Neutral,,[]
318,CS KO GUIDE KARDIA HAI K AP K ORDER 4 HOURS ME DELIVER HOGA ,Roman Urdu,2,"['order', 'deliver']",,,,Positive,,
319,B2C - LHR - Order Cancellation at RTS,English,3,"['order', 'cancellation', 'RTS']",,,,Neutral,"['B2C', 'LHR']",
320,Humulin 70/30 100IU Injection ml,English,1,Null,,,,Neutral,[],[]
321,cus ko mazrat kar rahe thy per meine mana kardiya ap maazrat nhi karen....,Roman Urdu,6,Null,,,,Negative,[],"['mazrat', 'nhi']"
